,DISTRICT_CODE,SCHOOL_CODE,SCH_RAT,DIST_RAT,DS_CODE
1903,5190,65,18:1,13:1,5190-65
1904,5190,67,13:1,13:1,5190-67
1905,5190,70,11:1,13:1,5190-70
1906,5190,75,14:1,13:1,5190-75
1907,5190,80,13:1,13:1,5190-80
1908,5190,90,13:1,13:1,5190-90
1909,5190,95,13:1,13:1,5190-95
1910,5190,100,11:1,13:1,5190-100
1911,5190,107,12:1,13:1,5190-107
1912,5190,110,16:1,13:1,5190-110
1913,5190,120,13:1,13:1,5190-120
1914,5220,50,9:1,9:1,5220-50
1915,420,20,8:1,11:1,420-20
1916,420,30,9:1,11:1,420-30
1917,420,50,11:1,11:1,420-50
1918,900,30,14:1,13:1,900-30
1919,900,35,11:1,13:1,900-35
1920,900,70,12:1,13:1,900-70
1921,900,80,15:1,13:1,900-80
1922,900,90,13:1,13:1,900-90
1923,900,100,15:1,13:1,900-100
1924,900,110,11:1,13:1,900-110
1925,900,120,14:1,13:1,900-120
1926,900,140,14:1,13:1,900-140
1927,900,150,14:1,13:1,900-150
1928,900,160,12:1,13:1,900-160
1929,900,170,12:1,13:1,900-170
1930,900,180,13:1,13:1,900-180
1931,900,190,12:1,13:1,900-190
1932,900,200,13:1,13:1,900-200
1933,900,210,13:1,13:1,900-210
1934,900,230,12:1,13:1,900-230
1935,1920,15,10:1,10:1,1920-15
1936,2100,50,12:1,11:1,2100-50
1937,2100,70,10:1,11:1,2100-70
1938,2100,80,11:1,11:1,2100-80
1939,2100,90,10:1,11:1,2100-90
1940,2100,100,9:1,11:1,2100-100
1941,2510,50,10:1,10:1,2510-50
1942,2700,50,9:1,10:1,2700-50
1943,2700,60,12:1,10:1,2700-60
1944,2700,70,9:1,10:1,2700-70
1945,3640,50,9:1,11:1,3640-50
1946,3640,60,12:1,11:1,3640-60
1947,3970,50,15:1,14:1,3970-50
1948,3970,80,13:1,14:1,3970-80
1949,3970,85,15:1,14:1,3970-85
1950,3970,90,13:1,14:1,3970-90
1951,3970,95,14:1,14:1,3970-95
1952,3970,97,12:1,14:1,3970-97
1953,3970,100,14:1,14:1,3970-100
1954,3970,110,15:1,14:1,3970-110
1955,3970,120,14:1,14:1,3970-120
1956,3970,125,15:1,14:1,3970-125
1957,3970,130,16:1,14:1,3970-130
1958,3970,140,14:1,14:1,3970-140
1959,3970,170,10:1,14:1,3970-170
1960,3970,180,12:1,14:1,3970-180
1961,3970,200,12:1,14:1,3970-200
1962,3970,300,16:1,14:1,3970-300
1963,3975,90,4:1,1:1,3975-90
1964,3975,100,3:1,1:1,3975-100
1965,3980,10,14:1,14:1,3980-10
1966,3990,50,12:1,12:1,3990-50
1967,3995,50,11:1,11:1,3995-50
1968,4010,1,13:1,14:1,4010-1
1969,4010,2,13:1,14:1,4010-2
1970,4010,3,12:1,14:1,4010-3
1971,4010,4,9:1,14:1,4010-4
1972,4010,5,10:1,14:1,4010-5
1973,4010,6,5:1,14:1,4010-6
1974,4010,20,8:1,14:1,4010-20
1975,4010,25,10:1,14:1,4010-25
1976,4010,35,9:1,14:1,4010-35
1977,4010,43,14:1,14:1,4010-43
1978,4010,45,13:1,14:1,4010-45
1979,4010,47,13:1,14:1,4010-47
1980,4010,50,11:1,14:1,4010-50
1981,4010,60,12:1,14:1,4010-60
1982,4010,61,10:1,14:1,4010-61
1983,4010,70,13:1,14:1,4010-70
1984,4010,80,12:1,14:1,4010-80
1985,4010,90,14:1,14:1,4010-90
1986,4010,100,14:1,14:1,4010-100
1987,4010,110,10:1,14:1,4010-110
1988,4010,120,13:1,14:1,4010-120
1989,4010,130,12:1,14:1,4010-130
1990,4010,140,15:1,14:1,4010-140
1991,4010,150,30:1,14:1,4010-150
1992,4010,160,14:1,14:1,4010-160
1993,4010,170,16:1,14:1,4010-170
1994,4010,180,14:1,14:1,4010-180
1995,4010,190,12:1,14:1,4010-190
1996,4010,220,16:1,14:1,4010-220
1997,4010,230,15:1,14:1,4010-230
1998,4010,240,12:1,14:1,4010-240
1999,4010,250,15:1,14:1,4010-250
2000,4010,270,14:1,14:1,4010-270
2001,4010,280,14:1,14:1,4010-280
2002,4010,290,13:1,14:1,4010-290
2003,4010,300,15:1,14:1,4010-300
2004,4010,301,15:1,14:1,4010-301
2005,4010,303,9:1,14:1,4010-303
2006,4010,304,15:1,14:1,4010-304
2007,4010,305,13:1,14:1,4010-305
2008,4010,306,12:1,14:1,4010-306
2009,4010,307,10:1,14:1,4010-307
2010,4010,308,10:1,14:1,4010-308
2011,4010,309,14:1,14:1,4010-309
2012,4010,310,13:1,14:1,4010-310
2013,4010,311,15:1,14:1,4010-311
2014,4010,312,12:1,14:1,4010-312
2015,4010,313,15:1,14:1,4010-313
2016,4010,315,16:1,14:1,4010-315
2017,4010,316,9:1,14:1,4010-316
2018,4010,325,10:1,14:1,4010-325
2019,4230,50,11:1,11:1,4230-50
2020,4230,55,11:1,11:1,4230-55
2021,4230,60,10:1,11:1,4230-60
2022,4230,70,12:1,11:1,4230-70
2023,4270,10,14:1,14:1,4270-10
2024,4400,50,9:1,11:1,4400-50
2025,4400,53,11:1,11:1,4400-53
2026,4400,55,10:1,11:1,4400-55
2027,4400,60,9:1,11:1,4400-60
2028,5200,50,12:1,13:1,5200-50
2029,5200,60,13:1,13:1,5200-60
2030,5440,50,9:1,10:1,5440-50
2031,5440,70,11:1,10:1,5440-70
2032,5570,50,11:1,12:1,5570-50
2033,5570,55,11:1,12:1,5570-55
2034,5570,65,10:1,12:1,5570-65
2035,5570,78,13:1,12:1,5570-78
2036,5570,83,9:1,12:1,5570-83
2037,5570,85,14:1,12:1,5570-85
2038,5570,87,12:1,12:1,5570-87
2039,5570,90,15:1,12:1,5570-90
2040,5570,110,13:1,12:1,5570-110
2041,5570,120,11:1,12:1,5570-120
2042,5570,135,12:1,12:1,5570-135
2043,5570,140,11:1,12:1,5570-140
2044,5570,145,11:1,12:1,5570-145
2045,5570,150,13:1,12:1,5570-150
2046,5650,40,10:1,11:1,5650-40
2047,5650,42,9:1,11:1,5650-42
2048,5650,55,9:1,11:1,5650-55
2049,5650,60,10:1,11:1,5650-60
2050,5650,70,9:1,11:1,5650-70
2051,5650,80,10:1,11:1,5650-80
2052,5650,90,12:1,11:1,5650-90
2053,5650,100,10:1,11:1,5650-100
2054,5690,60,11:1,12:1,5690-60
2055,5690,65,13:1,12:1,5690-65
2056,5690,70,12:1,12:1,5690-70
2057,60,20,12:1,12:1,60-20
2058,1350,50,7:1,7:1,1350-50
2059,2800,50,8:1,8:1,2800-50
2060,2950,50,9:1,9:1,2950-50
2061,3860,10,11:1,11:1,3860-10
2062,4070,50,10:1,12:1,4070-50
2063,4070,80,13:1,12:1,4070-80
2064,4070,90,13:1,12:1,4070-90
2065,4070,100,15:1,12:1,4070-100
2066,4070,105,11:1,12:1,4070-105
2067,4075,50,9:1,10:1,4075-50
2068,4075,55,10:1,10:1,4075-55
2069,4075,60,10:1,10:1,4075-60
2070,4075,78,11:1,10:1,4075-78
2071,4075,90,15:1,10:1,4075-90
2072,4150,40,11:1,12:1,4150-40
2073,4150,50,13:1,12:1,4150-50
2074,4150,60,12:1,12:1,4150-60
2075,4150,70,11:1,12:1,4150-70
2076,4150,80,11:1,12:1,4150-80
2077,4280,50,11:1,11:1,4280-50
2078,4630,50,7:1,10:1,4630-50
2079,4630,70,14:1,10:1,4630-70
2080,4630,90,10:1,10:1,4630-90
2081,4635,9,4:1,6:1,4635-9
2082,4635,50,3:1,6:1,4635-50
2083,4635,300,7:1,6:1,4635-300
2084,4635,301,9:1,6:1,4635-301
2085,4640,40,16:1,16:1,4640-40
2086,5320,70,16:1,10:1,5320-70
2087,5910,50,10:1,11:1,5910-50
2088,5910,60,9:1,11:1,5910-60
2089,5910,70,10:1,11:1,5910-70
2090,5910,300,10:1,11:1,5910-300
2091,240,20,9:1,9:1,240-20
2092,350,50,12:1,11:1,350-50
2093,350,55,10:1,11:1,350-55
2094,350,60,11:1,11:1,350-60
2095,350,70,10:1,11:1,350-70
2096,350,80,15:1,11:1,350-80
2097,350,100,10:1,11:1,350-100
2098,490,20,12:1,12:1,490-20
2099,490,36,11:1,12:1,490-36
2100,490,301,11:1,12:1,490-301
2101,490,302,14:1,12:1,490-302
2102,490,303,12:1,12:1,490-303
2103,510,20,8:1,9:1,510-20
2104,510,60,9:1,9:1,510-60
2105,510,90,10:1,9:1,510-90
2106,555,5,12:1,11:1,555-5
2107,555,10,11:1,11:1,555-10
2108,555,30,9:1,11:1,555-30
2109,555,40,10:1,11:1,555-40
2110,555,45,10:1,11:1,555-45
2111,555,48,11:1,11:1,555-48
2112,555,63,12:1,11:1,555-63
2113,555,65,11:1,11:1,555-65
2114,555,67,9:1,11:1,555-67
2115,555,85,10:1,11:1,555-85
2116,555,105,10:1,11:1,555-105
2117,1610,50,12:1,10:1,1610-50
2118,1610,55,9:1,10:1,1610-55
2119,1610,70,11:1,10:1,1610-70
2120,1610,80,10:1,10:1,1610-80
2121,1610,100,9:1,10:1,1610-100
2122,1610,115,10:1,10:1,1610-115
2123,1610,140,8:1,10:1,1610-140
2124,1610,150,9:1,10:1,1610-150
2125,1610,160,8:1,10:1,1610-160
2126,1810,30,10:1,10:1,1810-30
2127,1810,50,11:1,10:1,1810-50
2128,2170,30,12:1,11:1,2170-30
2129,2170,33,12:1,11:1,2170-33
2130,2170,34,10:1,11:1,2170-34
2131,2170,35,11:1,11:1,2170-35
2132,2170,40,12:1,11:1,2170-40
2133,2170,60,12:1,11:1,2170-60
2134,2170,70,9:1,11:1,2170-70
2135,2170,80,8:1,11:1,2170-80
2136,2170,85,11:1,11:1,2170-85
2137,3000,50,13:1,14:1,3000-50
2138,3000,65,12:1,14:1,3000-65
2139,3000,80,10:1,14:1,3000-80
2140,3000,90,13:1,14:1,3000-90
2141,3320,30,13:1,12:1,3320-30
2142,3320,45,9:1,12:1,3320-45
2143,3320,70,10:1,12:1,3320-70
2144,3320,80,13:1,12:1,3320-80
2145,3320,105,10:1,12:1,3320-105
2146,3670,50,10:1,11:1,3670-50
2147,3670,60,11:1,11:1,3670-60
2148,3670,80,10:1,11:1,3670-80
2149,3670,90,13:1,11:1,3670-90
2150,3670,110,10:1,11:1,3670-110
2151,3670,300,13:1,11:1,3670-300
2152,4805,50,5:1,5:1,4805-50
2153,4805,60,4:1,5:1,4805-60
2154,4805,300,2:1,5:1,4805-300
2155,4810,70,8:1,8:1,4810-70
2156,4815,20,13:1,12:1,4815-20
2157,4815,30,11:1,12:1,4815-30
2158,4815,40,13:1,12:1,4815-40
2159,4820,50,12:1,12:1,4820-50
2160,4820,55,10:1,12:1,4820-55
2161,4820,90,11:1,12:1,4820-90
2162,4850,60,12:1,12:1,4850-60
2163,5470,30,8:1,9:1,5470-30
2164,5470,33,9:1,9:1,5470-33
2165,5470,35,8:1,9:1,5470-35
2166,5470,40,9:1,9:1,5470-40
2167,5470,50,8:1,9:1,5470-50
2168,5540,40,12:1,12:1,5540-40
2169,5540,50,12:1,12:1,5540-50
2170,5550,50,13:1,13:1,5550-50
2171,90,10,11:1,10:1,90-10
2172,90,40,16:1,10:1,90-40
2173,640,10,10:1,10:1,640-10
2174,640,30,10:1,10:1,640-30
2175,1560,50,9:1,9:1,1560-50
2176,1570,60,9:1,9:1,1570-60
2177,1630,50,8:1,8:1,1630-50
2178,1800,60,10:1,10:1,1800-60
2179,1930,60,8:1,8:1,1930-60
2180,1980,50,8:1,8:1,1980-50
2181,2030,30,11:1,10:1,2030-30
2182,2030,50,9:1,10:1,2030-50
2183,2165,30,11:1,11:1,2165-30
2184,2240,30,9:1,10:1,2240-30
2185,2240,35,10:1,10:1,2240-35
2186,2240,40,10:1,10:1,2240-40
2187,2240,50,10:1,10:1,2240-50
2188,2240,70,10:1,10:1,2240-70
2189,2465,50,10:1,10:1,2465-50
2190,2490,50,8:1,8:1,2490-50
2191,2615,50,11:1,11:1,2615-50
2192,3300,50,9:1,9:1,3300-50
2193,3590,50,11:1,11:1,3590-50
2194,3590,60,10:1,11:1,3590-60
2195,3590,70,11:1,11:1,3590-70
2196,3840,50,9:1,9:1,3840-50
2197,4650,50,7:1,7:1,4650-50
2198,4960,50,11:1,12:1,4960-50
2199,4960,57,10:1,12:1,4960-57
2200,4960,60,12:1,12:1,4960-60
2201,4960,70,14:1,12:1,4960-70
2202,4960,300,10:1,12:1,4960-300
2203,5030,50,10:1,10:1,5030-50
2204,5040,50,8:1,8:1,5040-50
2205,5100,20,10:1,9:1,5100-20
2206,5100,60,9:1,9:1,5100-60
2207,5100,70,9:1,9:1,5100-70
2208,5105,50,5:1,4:1,5105-50
2209,5110,10,12:1,12:1,5110-10
2210,5360,20,10:1,11:1,5360-20
2211,5360,23,11:1,11:1,5360-23
2212,5360,25,10:1,11:1,5360-25
2213,5360,30,11:1,11:1,5360-30
2214,5360,40,11:1,11:1,5360-40
2215,5360,50,16:1,11:1,5360-50
2216,5435,60,10:1,10:1,5435-60
2217,310,5,11:1,11:1,310-5
2218,310,20,11:1,11:1,310-20
2219,310,30,11:1,11:1,310-30
2220,310,35,14:1,11:1,310-35
2221,310,40,9:1,11:1,310-40
2222,310,50,8:1,11:1,310-50
2223,850,5,10:1,13:1,850-5
2224,850,30,15:1,13:1,850-30
2225,850,35,12:1,13:1,850-35
2226,850,40,14:1,13:1,850-40
2227,850,300,14:1,13:1,850-300
2228,980,30,12:1,11:1,980-30
2229,980,33,9:1,11:1,980-33
2230,980,37,11:1,11:1,980-37
2231,980,40,12:1,11:1,980-40
2232,980,50,11:1,11:1,980-50
2233,980,80,10:1,11:1,980-80
2234,980,110,13:1,11:1,980-110
2235,1320,25,16:1,13:1,1320-25
2236,1320,30,14:1,13:1,1320-30
2237,1320,35,14:1,13:1,1320-35
2238,1320,90,13:1,13:1,1320-90
2239,1320,100,12:1,13:1,1320-100
2240,1320,110,15:1,13:1,1320-110
2241,1320,120,13:1,13:1,1320-120
2242,1320,150,13:1,13:1,1320-150
2243,1320,160,12:1,13:1,1320-160
2244,1320,170,13:1,13:1,1320-170
2245,1320,180,15:1,13:1,1320-180
2246,1320,190,13:1,13:1,1320-190
2247,1320,210,13:1,13:1,1320-210
2248,1320,220,12:1,13:1,1320-220
2249,1320,230,10:1,13:1,1320-230
2250,1320,240,12:1,13:1,1320-240
2251,1320,250,18:1,13:1,1320-250
2252,1320,260,12:1,13:1,1320-260
2253,1320,280,13:1,13:1,1320-280
2254,1320,290,11:1,13:1,1320-290
2255,1320,295,13:1,13:1,1320-295
2256,1320,300,11:1,13:1,1320-300
2257,1320,301,14:1,13:1,1320-301
2258,1320,302,14:1,13:1,1320-302
2259,1320,303,17:1,13:1,1320-303
2260,1320,305,15:1,13:1,1320-305
2261,1320,310,14:1,13:1,1320-310
2262,1320,315,13:1,13:1,1320-315
2263,1320,350,14:1,13:1,1320-350
2264,1320,355,13:1,13:1,1320-355
2265,1320,360,13:1,13:1,1320-360
2266,1320,401,12:1,13:1,1320-401
2267,1320,402,13:1,13:1,1320-402
2268,1320,403,12:1,13:1,1320-403
2269,1320,404,13:1,13:1,1320-404
2270,1320,405,16:1,13:1,1320-405
2271,1710,50,11:1,11:1,1710-50
2272,2190,50,10:1,11:1,2190-50
2273,2190,60,12:1,11:1,2190-60
2274,2190,80,13:1,11:1,2190-80
2275,2190,85,11:1,11:1,2190-85
2276,2190,90,11:1,11:1,2190-90
2277,2190,110,13:1,11:1,2190-110
2278,2420,10,11:1,11:1,2420-10
2279,2420,50,11:1,11:1,2420-50
2280,2660,50,12:1,11:1,2660-50
2281,2660,60,12:1,11:1,2660-60
2282,2660,70,11:1,11:1,2660-70
2283,2660,80,13:1,11:1,2660-80
2284,2660,90,11:1,11:1,2660-90
2285,2660,115,14:1,11:1,2660-115
2286,2660,120,12:1,11:1,2660-120
2287,2660,130,13:1,11:1,2660-130
2288,2660,150,12:1,11:1,2660-150
2289,2660,160,13:1,11:1,2660-160
2290,2660,170,12:1,11:1,2660-170
2291,3395,50,5:1,4:1,3395-50
2292,3395,80,4:1,4:1,3395-80
2293,3470,30,10:1,11:1,3470-30
2294,3470,60,12:1,11:1,3470-60
2295,3560,50,10:1,12:1,3560-50
2296,3560,55,13:1,12:1,3560-55
2297,3560,80,10:1,12:1,3560-80
2298,3560,90,13:1,12:1,3560-90
2299,4160,50,13:1,15:1,4160-50
2300,4160,51,15:1,15:1,4160-51
2301,4160,52,10:1,15:1,4160-52
2302,4160,60,17:1,15:1,4160-60
2303,4160,70,12:1,15:1,4160-70
2304,4160,80,14:1,15:1,4160-80
2305,4160,100,14:1,15:1,4160-100
2306,4160,110,12:1,15:1,4160-110
2307,4160,120,10:1,15:1,4160-120
2308,4160,130,13:1,15:1,4160-130
2309,4160,140,14:1,15:1,4160-140
2310,4160,150,12:1,15:1,4160-150
2311,4160,170,14:1,15:1,4160-170
2312,4160,180,13:1,15:1,4160-180
2313,4160,190,12:1,15:1,4160-190
2314,4290,50,10:1,12:1,4290-50
2315,4290,60,11:1,12:1,4290-60
2316,4290,80,13:1,12:1,4290-80
2317,4290,90,13:1,12:1,4290-90
2318,4290,110,14:1,12:1,4290-110
2319,4290,120,12:1,12:1,4290-120
2320,4540,10,12:1,13:1,4540-10
2321,4540,20,17:1,13:1,4540-20
2322,4540,30,13:1,13:1,4540-30
2323,4540,40,15:1,13:1,4540-40
2324,4540,50,14:1,13:1,4540-50
2325,4540,60,10:1,13:1,4540-60
2326,4540,120,17:1,13:1,4540-120
2327,4540,300,15:1,13:1,4540-300
2328,4550,50,11:1,11:1,4550-50
2329,4550,60,12:1,11:1,4550-60
2330,4550,80,8:1,11:1,4550-80
2331,4550,85,12:1,11:1,4550-85
2332,4550,90,14:1,11:1,4550-90
2333,4670,50,13:1,12:1,4670-50
2334,4670,60,11:1,12:1,4670-60
2335,4670,65,11:1,12:1,4670-65
2336,4670,70,11:1,12:1,4670-70
2337,4670,80,11:1,12:1,4670-80
2338,4670,85,13:1,12:1,4670-85
2339,4670,90,10:1,12:1,4670-90
2340,4670,105,12:1,12:1,4670-105
2341,5000,10,12:1,13:1,5000-10
2342,5000,50,18:1,13:1,5000-50
2343,5000,60,11:1,13:1,5000-60
2344,5000,70,14:1,13:1,5000-70
2345,5000,90,11:1,13:1,5000-90
2346,5090,50,11:1,11:1,5090-50
2347,5090,60,11:1,11:1,5090-60
2348,5090,70,11:1,11:1,5090-70
2349,5090,80,12:1,11:1,5090-80
2350,5090,90,8:1,11:1,5090-90
2351,5090,100,11:1,11:1,5090-100
2352,5090,120,12:1,11:1,5090-120
2353,5090,150,12:1,11:1,5090-150
2354,5090,160,11:1,11:1,5090-160
2355,5245,10,4:1,4:1,5245-10
2356,5245,20,8:1,4:1,5245-20
2357,5245,25,8:1,4:1,5245-25
2358,5245,30,6:1,4:1,5245-30
2359,5245,50,4:1,4:1,5245-50
2360,5245,300,9:1,4:1,5245-300
2361,5260,20,16:1,13:1,5260-20
2362,5260,30,15:1,13:1,5260-30
2363,5260,35,9:1,13:1,5260-35
2364,5260,40,16:1,13:1,5260-40
2365,5260,50,13:1,13:1,5260-50
2366,5260,300,5:1,13:1,5260-300
2367,5260,301,10:1,13:1,5260-301
2368,5290,50,12:1,11:1,5290-50
2369,5290,60,11:1,11:1,5290-60
2370,5290,70,10:1,11:1,5290-70
2371,5290,80,11:1,11:1,5290-80
2372,5290,83,10:1,11:1,5290-83
2373,5290,85,11:1,11:1,5290-85
2374,5290,90,10:1,11:1,5290-90
2375,5290,100,11:1,11:1,5290-100
2376,5290,130,14:1,11:1,5290-130
2377,5290,140,13:1,11:1,5290-140
2378,5730,50,12:1,12:1,5730-50
2379,5730,60,13:1,12:1,5730-60
2380,5730,70,11:1,12:1,5730-70
2381,5730,100,12:1,12:1,5730-100
2382,5730,120,12:1,12:1,5730-120
2383,5730,140,10:1,12:1,5730-140
2384,5730,145,11:1,12:1,5730-145
2385,5730,150,11:1,12:1,5730-150
2386,5730,160,11:1,12:1,5730-160
2387,5730,170,16:1,12:1,5730-170
2388,5810,60,7:1,7:1,5810-60
2389,30,10,14:1,13:1,30-10
2390,30,20,15:1,13:1,30-20
2391,70,10,10:1,10:1,70-10
2392,280,20,10:1,10:1,280-20
2393,280,30,8:1,10:1,280-30
2394,280,50,7:1,10:1,280-50
2395,400,30,10:1,10:1,400-30
2396,1620,50,8:1,8:1,1620-50
2397,1670,50,10:1,10:1,1670-50
2398,1785,40,8:1,9:1,1785-40
2399,1785,50,10:1,9:1,1785-50
2400,1785,60,8:1,9:1,1785-60
2401,1840,40,9:1,11:1,1840-40
2402,1840,70,15:1,11:1,1840-70
2403,1870,50,12:1,12:1,1870-50
2404,1870,60,12:1,12:1,1870-60
2405,1870,70,14:1,12:1,1870-70
2406,1870,90,10:1,12:1,1870-90
2407,2040,30,9:1,9:1,2040-30
2408,2250,50,8:1,8:1,2250-50
2409,2470,40,8:1,8:1,2470-40
2410,2790,50,14:1,14:1,2790-50
2411,2790,60,12:1,14:1,2790-60
2412,2970,50,10:1,10:1,2970-50
2413,3675,50,10:1,10:1,3675-50
2414,3890,50,8:1,8:1,3890-50
2415,4100,50,13:1,12:1,4100-50
2416,4100,70,10:1,12:1,4100-70
2417,4100,105,10:1,12:1,4100-105
2418,4100,110,12:1,12:1,4100-110
2419,4100,150,9:1,12:1,4100-150
2420,4200,40,11:1,11:1,4200-40
2421,5450,50,1:1,1:1,5450-50
2422,5460,50,11:1,11:1,5460-50
2423,5465,50,12:1,12:1,5465-50
2424,5465,60,11:1,12:1,5465-60
2425,5480,55,10:1,10:1,5480-55
2426,5480,60,7:1,10:1,5480-60
2427,5530,40,10:1,10:1,5530-40
2428,5530,50,9:1,10:1,5530-50
2429,5780,50,7:1,7:1,5780-50
2430,6010,910,10:1,10:1,6010-910
2431,6013,900,14:1,14:1,6013-900
2432,6017,932,14:1,14:1,6017-932
2433,6018,900,12:1,12:1,6018-900
2434,6020,985,11:1,11:1,6020-985
2435,6021,905,11:1,11:1,6021-905
2436,6022,990,14:1,14:1,6022-990
2437,6025,907,13:1,13:1,6025-907
2438,6026,908,10:1,10:1,6026-908
2439,6028,910,12:1,12:1,6028-910
2440,6029,911,17:1,17:1,6029-911
2441,6030,912,11:1,11:1,6030-912
2442,6032,901,12:1,12:1,6032-901
2443,6033,902,11:1,11:1,6033-902
2444,6036,921,15:1,15:1,6036-921
2445,6041,916,12:1,12:1,6041-916
2446,6053,917,17:1,17:1,6053-917
2447,6057,938,15:1,15:1,6057-938
2448,6058,939,12:1,12:1,6058-939
2449,6060,942,16:1,16:1,6060-942
2450,6064,946,14:1,14:1,6064-946
2451,6067,949,10:1,10:1,6067-949
2452,6068,951,13:1,13:1,6068-951
2453,6069,952,9:1,9:1,6069-952
2454,6076,961,13:1,13:1,6076-961
2455,6079,964,16:1,16:1,6079-964
2456,6080,966,15:1,15:1,6080-966
2457,6081,967,17:1,17:1,6081-967
2458,6082,963,16:1,16:1,6082-963
2459,6086,972,7:1,7:1,6086-972
2460,6089,976,13:1,13:1,6089-976
2461,6093,981,13:1,13:1,6093-981
2462,6094,968,11:1,11:1,6094-968
2463,6096,982,16:1,16:1,6096-982
2464,6099,986,9:1,9:1,6099-986
2465,6100,991,7:1,7:1,6100-991
2466,6101,992,14:1,14:1,6101-992
2467,6102,993,9:1,9:1,6102-993
2468,6103,994,15:1,15:1,6103-994
2469,6104,995,14:1,14:1,6104-995
2470,6105,996,16:1,16:1,6105-996
2471,6106,997,10:1,10:1,6106-997
2472,6107,998,11:1,11:1,6107-998
2473,6109,953,32:1,32:1,6109-953
2474,6110,902,12:1,12:1,6110-902
2475,6182,913,16:1,16:1,6182-913
2476,6183,914,15:1,15:1,6183-914
2477,6184,947,18:1,18:1,6184-947
2478,6230,915,9:1,9:1,6230-915
2479,6232,920,8:1,8:1,6232-920
2480,6240,900,8:1,8:1,6240-900
2481,6320,920,8:1,8:1,6320-920
2482,6410,920,14:1,14:1,6410-920
2483,6420,925,11:1,11:1,6420-925
2484,6430,930,11:1,11:1,6430-930
2485,6635,930,13:1,11:1,6635-930
2486,6665,930,18:1,18:1,6665-930
2487,6720,930,18:1,10:1,6720-930
2488,6740,950,9:1,9:1,6740-950
2489,6810,940,9:1,9:1,6810-940
2490,6910,940,16:1,16:1,6910-940
2491,6915,950,13:1,13:1,6915-950
2492,7100,936,13:1,13:1,7100-936
2493,7109,931,15:1,15:1,7109-931
2494,7115,960,13:1,13:1,7115-960
2495,7210,940,11:1,11:1,7210-940
2496,7290,957,13:1,13:1,7290-957
2497,7320,960,17:1,17:1,7320-960
2498,7325,965,20:1,20:1,7325-965
2499,7410,940,9:1,9:1,7410-940
2500,7500,900,13:1,13:1,7500-900
2501,7503,970,13:1,13:1,7503-970
2502,7540,930,10:1,10:1,7540-930
2503,7600,960,12:1,12:1,7600-960
2504,7720,915,7:1,7:1,7720-915
2505,7727,900,8:1,8:1,7727-900
2506,7730,970,15:1,15:1,7730-970
2507,7735,975,10:1,10:1,7735-975
2508,7830,980,18:1,18:1,7830-980
2509,7850,960,10:1,10:1,7850-960
2510,7890,920,12:1,12:1,7890-920
2511,7891,904,13:1,13:1,7891-904
2512,7892,909,15:1,15:1,7892-909
2513,7893,918,15:1,15:1,7893-918
2514,8010,980,19:1,19:1,8010-980
2515,8050,990,10:1,10:1,8050-990
2516,8060,990,10:1,10:1,8060-990
2517,8065,980,13:1,13:1,8065-980
2518,8140,990,10:1,10:1,8140-990
